  228.67  198.55  189.64  149.87  166.36  166.35  169.37  153.79  116.37   99.95
   97.52  113.85  111.23  117.47   96.36
  360.98  350.51  395.74  383.33  384.48  367.21  366.56  360.26  375.93  366.47
  383.35  381.98  400.48  385.00  406.71  397.29  414.48  427.17  431.07  452.81
  429.22  411.76  383.73  374.69  361.62  371.29  376.13  368.98  375.52  376.04
  400.66  421.81  441.90  455.44  423.06  449.39  429.84  432.60  422.63  432.46
  448.20  428.07  446.65  463.52  454.76  435.55  419.83  410.62  412.31  377.94
  365.22  361.71  353.52  363.81  356.52  350.90  330.27  297.58  319.67  338.58
  329.63  337.84  334.18  379.02  386.59  398.69  386.29  373.93  381.70  381.86
  394.93  380.75  399.28  383.47  380.70  392.53  379.09  373.18  393.88  380.35
  381.28  377.80  403.75  396.89  414.24  395.61  404.50  399.83  364.89  373.28
  370.08  338.87  324.72  335.18  326.22  323.51  306.33  354.57  369.96  365.51
  373.09  368.84  365.96  332.44  333.06  319.71  311.66  304.52  290.06  283.11
  236.57  217.99  199.88  164.59  172.70  196.18  194.69  142.03  129.14  120.02
  127.37  124.08  128.86  133.58  116.33
  337.63  336.01  345.03  344.81  321.97  343.94  348.62  352.96  354.95  399.82
  375.30  380.69  362.64  366.52  391.17  388.52  399.45  427.30  439.96  429.49
  408.32  389.96  354.62  340.58  341.98  358.12  359.27  370.45  360.38  360.82
  384.10  414.56  431.75  431.73  408.89  418.65  419.90  431.90  446.88  425.04
  415.75  417.87  446.73  453.23  462.94  443.60  427.24  416.47  396.17  394.66
  370.97  356.61  337.88  357.25  349.96  331.23  314.71  312.20  296.86  308.05
  322.87  321.73  335.70  349.11  372.81  394.73  400.31  388.34  377.70  403.00
  415.11  404.06  411.89  391.30  381.86  369.77  373.77  391.79  393.11  383.63
  394.35  392.58  415.48  415.16  415.01  412.36  407.12  399.23  378.50  357.00
  358.90  322.46  327.32  312.36  314.32  317.77  343.54  351.53  353.36  362.22
  358.04  352.97  333.14  311.79  319.93  314.26  299.23  266.02  274.65  259.91
  269.50  255.32  213.70  160.19  150.58  151.81  147.71  137.19  142.63  140.62
  116.23  114.72  118.08  119.25  100.93
  334.87  350.72  328.71  305.92  323.87  332.93  338.76  352.51  358.73  372.60
  380.78  362.16  367.86  333.73  368.53  368.74  400.81  407.17  404.44  413.79
  395.88  374.63  352.28  338.85  333.58  350.03  340.52  359.36  359.27  352.61
  373.93  409.78  420.86  422.26  398.07  408.69  408.27  437.35  433.21  416.47
  422.96  404.91  411.16  454.36  457.30  472.07  452.17  433.88  424.48  402.65
  380.32  353.59  332.64  315.27  321.89  322.93  327.83  336.07  314.06  311.39
  327.28  331.47  330.01  351.80  358.25  374.90  371.35  390.89  400.32  405.57
  438.51  420.97  410.76  411.86  413.67  398.94  397.89  394.44  384.45  390.97
  396.59  396.14  406.10  390.25  397.48  414.43  417.10  401.31  386.65  364.45
  354.61  326.05  317.46  315.34  310.21  301.29  333.04  342.59  341.92  350.69
  338.00  326.36  313.92  303.43  300.16  292.85  279.86  272.86  266.91  249.23
  266.97  243.38  238.17  154.50  139.23  152.84  144.74  133.43  125.75   90.41
  116.69  124.95  125.40  111.71  106.82
  324.08  311.81  311.70  328.41  329.83  335.15  326.92  345.07  367.66  343.02
  337.88  350.43  332.34  336.12  339.55  368.50  381.99  400.29  379.14  383.31
  387.25  371.15  352.15  341.61  355.08  341.83  354.86  332.30  340.77  351.70
  365.81  422.96  416.18  404.93  401.46  385.69  419.82  432.49  424.58  424.57
  400.71  406.10  417.25  415.58  433.20  443.49  432.89  445.30  422.77  425.81
  384.12  380.02  345.39  315.05  332.24  337.51  344.19  352.29  313.86  317.96
  343.42  334.68  348.14  349.78  366.48  353.01  381.73  383.41  389.54  374.41
  426.63  418.69  430.85  442.38  445.73  428.26  400.57  407.59  406.98  416.11
  404.49  381.23  398.14  393.57  393.64  401.08  422.55  407.06  409.22  401.22
  372.14  344.01  367.11  345.23  302.42  290.84  328.70  327.08  326.86  314.37
  317.30  303.41  301.06  300.67  311.90  285.78  276.33  273.19  270.81  259.10
  244.70  237.62  209.87  168.47  154.91  138.48  122.63  127.90  112.43  106.45
  113.76  136.61  136.63  116.71  114.16
  311.48  284.58  299.37  282.67  291.83  303.20  308.89  310.14  341.80  313.80
  302.44  334.33  338.75  321.44  326.70  345.08  354.92  355.54  354.80  346.87
  355.44  361.51  346.05  343.92  342.43  353.69  339.75  322.26  349.66  356.82
  372.50  403.83  386.79  402.01  393.11  405.96  391.24  413.17  411.65  404.35
  394.55  391.33  371.62  390.44  409.99  426.49  424.56  441.03  416.33  432.04
  401.81  381.32  339.31  330.30  340.32  342.23  330.86  350.41  324.79  339.58
  340.75  330.56  320.23  336.67  348.97  366.24  368.56  370.73  382.42  393.70
  387.90  404.02  419.96  428.44  434.24  414.98  410.30  377.89  405.43  424.17
  416.62  407.50  404.50  383.49  412.66  417.88  397.77  404.55  396.16  401.98
  364.97  367.91  352.93  322.96  291.49  298.54  305.39  339.55  303.02  299.35
  282.37  280.73  287.41  277.29  294.28  273.34  241.66  256.86  241.13  236.16
  218.84  197.18  201.28  174.57  152.95  131.68  105.89  113.01  116.25  109.82
   99.29  109.20   90.97   89.95   90.46
  288.17  276.66  290.44  293.04  280.50  315.78  283.64  289.59  302.27  285.37
  281.39  301.32  334.90  341.87  342.44  335.83  337.46  342.14  343.43  332.93
  323.05  330.10  346.28  333.93  321.95  337.92  345.11  335.27  362.57  363.97
  370.47  368.98  377.14  396.01  413.51  370.18  381.15  386.06  379.27  395.71
  387.87  391.09  375.96  362.56  378.05  425.18  428.09  406.55  414.61  399.95
  390.05  383.04  370.18  349.74  341.12  339.48  344.51  342.30  360.82  345.36
  341.90  351.40  356.59  354.78  351.01  359.80  365.35  372.56  391.14  382.99
  380.91  391.31  412.47  401.21  385.49  411.40  410.46  412.65  410.92  413.61
  392.22  405.63  407.01  423.16  413.88  395.53  403.34  401.97  406.17  409.24
  385.94  380.54  365.23  312.52  286.44  296.92  293.61  306.36  288.32  288.00
  295.58  270.70  272.96  279.95  266.64  252.07  239.93  249.89  243.76  208.92
  213.46  204.68  171.32  147.90  168.94  148.94  144.12  143.00  131.31  117.22
  108.38   94.11   86.81   86.06   91.51
  244.62  310.49  308.42  294.91  305.42  293.45  278.57  273.29  289.04  286.77
  294.93  312.68  331.55  347.36  348.57  362.83  362.13  329.86  353.03  329.80
  331.04  319.25  325.19  333.15  324.01  342.30  337.51  358.74  355.65  365.35
  345.75  347.12  378.14  410.90  407.04  393.62  413.93  384.82  394.99  395.76
  406.81  398.91  374.88  353.90  384.81  412.04  413.79  407.89  416.11  419.49
  397.26  400.71  399.78  355.87  377.04  351.19  339.12  361.55  364.07  365.18
  360.22  349.01  371.16  353.14  386.42  371.75  375.68  385.90  388.13  385.20
  390.39  421.36  418.83  408.48  411.85  415.04  401.69  421.79  426.62  404.28
  402.15  404.18  425.23  434.07  412.61  407.40  425.68  434.19  414.33  416.43
  399.01  397.61  357.94  322.38  333.18  324.44  300.49  297.71  281.62  276.11
  292.14  277.14  268.67  275.51  268.00  238.94  244.45  250.51  234.82  223.63
  214.48  218.03  178.48  163.24  160.61  145.41  160.49  151.67  132.18  127.53
  127.30   92.59  107.24  126.44  107.40
  240.56  242.29  254.32  271.16  277.49  274.14  283.49  286.94  263.50  273.14
  286.12  309.42  305.54  335.87  342.21  350.87  335.10  311.58  319.53  309.07
  289.91  295.68  321.20  340.57  326.09  333.36  322.41  334.50  352.40  326.07
  329.73  317.79  344.53  389.81  389.50  386.53  398.50  398.66  382.76  384.76
  403.19  394.77  372.41  356.01  364.72  382.36  414.55  417.29  409.44  382.14
  366.18  392.56  382.45  377.49  334.02  346.72  355.25  370.42  355.29  336.50
  341.72  349.93  352.28  373.37  378.06  367.71  373.61  382.60  380.85  375.56
  390.41  418.91  436.79  432.79  425.20  406.68  389.72  377.92  381.44  405.17
  387.29  396.18  406.22  428.50  422.92  404.79  401.44  404.78  398.65  408.20
  369.67  340.72  330.71  325.28  330.07  316.76  309.04  297.90  285.59  277.07
  285.92  264.84  268.64  237.60  242.32  211.38  214.34  217.45  224.68  235.73
  216.91  208.74  193.31  180.86  171.22  164.18  145.87  149.33  128.08  139.35
  143.54  111.06  103.83  106.13   87.67
  252.97  244.20  237.06  230.01  260.48  281.11  292.28  282.05  261.85  267.93
  295.34  304.94  308.02  337.40  350.62  344.14  334.26  316.31  319.68  297.07
  299.03  298.23  309.50  303.19  332.39  328.42  329.69  346.09  367.28  346.18
  313.51  331.79  333.07  370.66  394.15  383.38  387.52  401.14  393.78  391.51
  390.74  377.87  379.81  376.05  372.33  384.42  399.54  408.38  385.67  376.85
  356.50  361.36  359.24  376.42  371.13  374.00  377.45  356.72  342.36  335.67
  342.14  366.33  396.45  370.21  372.39  391.89  394.37  377.02  366.19  375.59
  403.79  429.18  443.16  446.94  436.53  425.22  398.81  381.44  365.46  374.90
  377.96  372.77  396.88  414.40  418.27  400.41  373.13  393.26  386.53  396.86
  356.82  353.43  330.92  326.79  322.66  325.33  322.31  277.96  278.65  264.97
  268.64  275.44  286.25  253.36  220.93  212.29  222.06  217.85  229.56  230.80
  216.70  198.81  222.89  208.15  198.66  179.25  178.71  176.95  155.18  134.92
  140.68  143.47  109.75   80.53   87.01
  244.01  238.87  215.20  219.93  250.10  291.87  289.10  279.78  272.88  275.97
  272.32  295.35  295.82  307.01  318.84  321.49  333.32  341.81  311.07  307.11
  309.46  305.43  312.94  315.61  316.47  335.17  342.40  353.75  370.34  344.80
  324.65  321.94  340.63  395.31  401.02  402.26  389.12  396.18  385.97  380.35
  387.57  386.13  389.59  367.71  370.95  383.37  387.15  367.76  390.14  367.44
  348.22  341.39  348.91  357.93  350.86  360.15  395.18  377.62  367.87  357.30
  346.69  372.71  393.52  387.58  370.77  399.08  395.61  374.68  387.75  404.37
  407.09  418.23  455.70  456.26  434.33  405.32  392.69  384.90  376.98  361.82
  381.95  381.22  371.73  388.39  410.65  383.34  359.34  363.38  363.21  373.63
  351.99  350.35  353.21  326.94  325.77  324.96  317.12  279.70  279.81  258.42
  260.00  247.39  275.24  254.77  249.75  244.88  255.63  255.16  239.13  243.01
  241.45  227.47  233.07  219.27  195.89  189.29  191.12  178.05  177.92  152.64
  144.24  134.08  130.75  130.26   92.45
  229.04  215.75  201.46  204.27  216.31  255.24  267.89  263.67  273.96  258.22
  257.96  263.07  266.42  255.08  292.79  317.92  320.83  317.79  310.65  302.28
  320.74  323.31  317.42  324.91  331.37  344.62  345.86  354.98  379.18  369.06
  334.18  345.65  339.87  375.99  370.63  381.16  364.12  394.63  379.39  396.06
  403.04  386.67  377.93  351.14  376.69  366.37  330.96  324.68  330.94  333.28
  322.22  324.09  318.08  356.97  331.17  362.75  392.65  381.92  398.27  372.25
  370.01  363.82  362.66  383.95  370.00  386.48  376.50  384.09  404.19  413.48
  423.08  413.79  430.88  429.84  401.51  400.20  379.34  359.75  346.08  368.09
  378.28  363.26  383.72  349.05  349.49  336.39  319.32  329.85  340.95  346.39
  352.98  351.49  331.40  345.78  325.91  322.03  298.20  282.28  269.97  250.97
  243.94  241.76  257.51  238.71  253.90  264.85  270.82  254.99  246.89  250.52
  231.36  222.36  229.36  218.68  195.77  188.76  198.73  188.40  180.51  174.84
  144.77  132.89  144.44  140.81  125.15
  213.77  210.05  205.85  212.30  214.91  217.09  239.72  246.79  250.86  235.59
  253.98  267.20  260.14  279.05  290.33  327.93  321.18  330.09  335.59  328.13
  325.58  330.39  313.28  335.25  315.97  336.56  353.54  367.59  402.17  382.98
  365.45  363.83  364.31  382.51  376.14  377.92  392.32  405.50  387.22  384.10
  381.10  372.38  380.12  383.87  361.30  342.63  334.37  315.34  298.05  299.98
  306.58  311.73  328.80  325.09  322.93  323.37  361.94  402.85  399.46  410.14
  386.08  382.10  377.01  367.39  373.04  365.69  393.58  413.52  423.67  432.67
  431.21  414.47  419.58  401.72  386.94  382.00  387.12  353.21  346.81  362.68
  381.07  357.23  355.64  329.61  333.26  318.42  308.22  295.71  302.97  336.34
  336.59  324.60  346.07  330.08  357.42  337.99  289.85  296.15  289.36  276.52
  261.15  240.21  253.98  241.10  262.75  255.94  251.73  265.27  264.85  272.84
  246.43  234.63  248.87  221.71  219.79  198.62  205.41  215.41  205.68  204.22
  197.41  171.30  160.55  149.57  139.47
  213.21  182.76  162.18  186.12  175.00  172.33  198.40  255.83  250.96  202.18
  238.61  244.69  257.40  257.71  271.50  277.06  312.90  322.76  327.72  331.42
  331.06  316.01  295.95  310.66  305.51  329.02  328.34  344.38  388.09  383.22
  363.80  358.62  353.44  378.21  373.60  392.03  380.12  386.47  372.23  359.73
  372.28  363.21  371.09  370.42  340.42  339.68  301.88  289.98  276.56  272.46
  294.15  306.96  296.88  281.74  268.82  310.44  327.62  348.61  388.43  388.70
  392.79  397.50  367.65  356.97  357.64  368.28  400.43  387.12  404.56  397.46
  413.81  399.70  393.71  368.80  359.95  363.72  352.78  336.29  311.96  349.67
  343.92  329.01  316.55  294.15  298.93  300.20  280.40  258.70  276.97  285.64
  287.31  274.16  328.81  327.67  346.52  332.05  293.78  305.25  268.19  270.46
  270.60  248.39  229.79  212.06  205.48  221.46  227.54  261.45  255.47  238.19
  247.90  233.22  228.04  203.47  207.96  187.23  186.31  206.73  221.52  210.44
  229.16  201.82  181.63  138.79  121.26
  220.41  180.18  160.90  149.89  149.44  151.13  193.76  225.23  233.68  212.30
  200.43  243.80  256.95  269.81  274.08  254.94  282.37  309.11  312.26  316.64
  314.35  328.48  326.95  314.06  311.61  323.75  339.16  355.62  375.43  374.84
  350.39  356.07  355.00  380.65  356.43  387.15  372.90  396.04  379.56  364.09
  367.89  366.26  355.43  364.32  339.30  308.85  285.28  273.74  256.07  262.34
  271.23  274.58  290.63  267.67  267.18  303.21  316.28  337.74  340.59  364.81
  379.43  377.83  344.63  320.47  339.99  366.37  400.67  407.06  395.21  377.53
  390.19  380.54  362.48  348.52  348.66  354.07  332.77  337.64  332.61  325.82
  323.81  298.95  305.00  265.23  267.68  277.07  247.90  261.88  271.89  285.09
  270.98  272.42  267.75  300.45  318.11  307.80  304.61  296.44  290.75  287.59
  276.92  250.43  225.59  216.80  204.29  205.01  224.58  244.02  243.83  228.30
  237.75  231.04  231.76  225.67  214.19  189.92  197.90  215.71  209.12  202.35
  208.96  186.46  181.59  145.95  126.57
  267.10  232.52  186.57  192.25  175.18  192.08  209.01  239.87  255.18  258.00
  221.66  242.26  253.86  278.72  296.59  286.82  300.59  296.82  332.06  340.07
  344.28  349.48  355.05  335.21  338.03  347.80  345.33  359.55  393.64  403.28
  407.65  385.29  384.92  396.74  388.10  403.36  414.08  392.82  396.26  401.80
  394.39  401.03  370.69  363.23  341.78  335.74  311.98  305.53  292.43  285.43
  286.80  292.24  274.54  270.39  289.27  314.07  324.17  330.48  356.08  364.81
  370.37  399.17  397.92  352.27  368.51  382.57  405.75  407.82  393.03  375.30
  369.48  356.37  363.50  349.28  350.01  368.35  363.97  348.48  356.59  334.95
  321.19  309.21  325.17  297.03  277.11  291.95  295.84  274.27  268.96  275.04
  282.10  285.51  291.36  286.72  293.09  292.33  310.50  333.24  318.08  322.79
  315.42  270.39  254.29  249.50  243.32  245.93  240.25  241.48  248.00  263.36
  258.97  263.49  256.70  229.55  222.66  228.38  227.55  231.37  223.79  230.32
  225.74  209.08  189.50  182.06  159.18
  279.94  247.92  216.83  233.47  226.11  195.92  213.91  243.05  262.78  268.22
  268.02  242.08  251.07  265.33  288.15  283.78  296.33  283.62  300.64  335.24
  333.80  338.24  338.06  349.31  348.20  336.71  341.32  375.55  388.84  417.95
  391.31  408.95  405.67  387.87  367.44  392.34  403.46  389.43  399.95  396.70
  374.37  382.93  375.45  356.77  343.58  311.23  305.88  310.40  310.70  298.52
  282.36  260.19  265.27  275.05  293.47  321.47  328.70  318.11  336.81  341.18
  358.16  369.31  385.40  382.16  357.83  395.62  385.04  379.00  363.63  350.68
  312.49  310.66  331.70  326.74  335.15  341.07  358.44  368.75  366.29  335.23
  329.84  311.49  288.16  259.32  262.81  275.90  293.56  266.60  264.40  259.15
  270.54  290.79  299.20  291.00  262.45  286.19  289.21  302.59  302.95  310.33
  301.10  303.20  257.54  246.28  256.82  239.69  231.20  230.12  252.95  265.34
  256.87  234.91  248.14  220.06  228.58  222.86  217.73  240.44  224.61  221.55
  224.87  211.69  198.78  180.48  173.66
  285.44  276.15  250.09  250.39  246.53  247.08  261.90  246.90  275.36  287.54
  278.38  277.25  278.90  277.26  306.55  302.59  295.03  285.23  292.47  326.49
  347.56  337.51  344.41  365.33  378.33  356.53  371.59  371.05  417.68  433.13
  422.86  412.83  390.51  386.45  382.63  399.80  422.20  400.08  399.06  411.82
  404.60  381.98  390.47  362.63  328.75  313.03  304.05  314.59  310.59  300.83
  272.50  291.05  299.91  304.60  317.73  345.30  327.53  335.05  335.56  346.50
  362.36  368.41  387.88  360.69  367.74  363.77  378.03  383.83  367.57  354.07
  318.60  304.39  323.03  342.49  339.37  346.17  360.48  358.63  324.92  343.03
  315.77  303.88  275.65  276.21  272.50  286.26  288.41  291.72  276.81  275.74
  284.83  293.37  293.51  312.59  297.91  277.75  304.56  327.92  303.32  309.41
  303.30  310.12  285.56  251.87  235.11  242.16  234.10  232.07  247.27  259.87
  251.24  251.01  247.94  246.28  238.61  255.57  232.82  231.68  221.18  212.73
  216.43  220.14  215.48  204.63  174.81
  288.09  284.19  272.44  256.55  274.52  265.15  249.88  250.09  279.43  300.21
  287.63  298.93  274.85  283.73  305.55  316.24  301.20  314.65  314.53  335.63
  353.07  351.73  356.01  362.15  345.77  360.01  354.47  365.86  395.31  414.49
  403.00  416.75  392.81  398.25  391.45  379.70  387.24  417.15  413.33  380.88
  396.72  383.18  372.20  353.96  323.68  290.63  309.27  327.95  315.42  292.35
  279.55  283.00  281.29  310.29  328.33  306.26  330.43  336.76  352.41  342.98
  375.39  363.38  366.61  365.56  359.19  352.11  350.27  356.92  352.70  331.34
  325.23  311.15  313.60  320.49  331.06  339.15  336.81  311.55  292.29  303.64
  309.34  281.01  263.01  264.79  258.45  268.37  272.77  303.65  292.77  299.69
  289.64  269.74  282.71  306.38  308.60  298.02  295.73  301.59  306.86  292.22
  298.93  260.03  251.18  224.77  248.06  222.35  216.25  220.67  232.67  239.74
  229.61  247.01  257.37  232.04  216.99  231.17  223.72  214.96  221.21  208.37
  213.84  216.57  226.85  237.38  199.23
  263.83  285.44  290.59  270.82  283.43  293.64  258.44  269.90  284.78  316.04
  324.65  329.27  294.74  285.87  311.32  312.57  311.93  316.43  328.28  341.39
  384.12  379.71  377.79  373.32  378.32  366.98  369.22  354.68  385.50  389.22
  394.29  407.72  401.59  376.28  387.11  396.25  389.79  396.77  401.86  400.08
  386.66  377.44  364.35  354.13  336.22  322.11  316.12  336.30  331.64  312.08
  290.14  293.63  307.46  303.02  328.02  310.38  326.92  351.06  340.99  367.25
  369.98  361.11  363.95  370.92  368.47  362.79  354.63  333.74  331.55  341.90
  335.76  306.49  308.39  299.29  303.78  306.71  304.51  313.79  304.19  304.11
  294.27  292.49  266.60  263.56  246.05  272.13  285.91  304.97  287.42  307.84
  288.66  271.24  290.61  319.39  340.54  306.87  296.99  299.43  304.09  274.26
  257.92  264.72  260.43  236.46  228.69  211.79  218.87  201.14  193.91  223.15
  227.61  253.78  244.89  207.82  219.69  225.03  215.67  197.74  219.98  203.66
  199.14  220.16  240.95  241.98  258.81
  288.74  275.96  294.30  263.02  279.34  302.27  289.69  286.84  296.23  311.57
  339.91  359.28  337.94  320.09  297.68  302.70  296.88  316.72  345.63  339.19
  378.58  379.38  400.94  399.77  387.68  373.77  361.66  392.30  401.94  408.59
  394.76  413.71  385.34  374.47  367.50  393.42  394.30  394.37  393.23  405.26
  392.77  366.09  353.31  353.01  356.75  330.82  320.51  341.54  347.74  333.03
  309.14  322.56  314.69  326.18  341.24  359.75  335.25  356.94  359.61  384.46
  367.32  357.37  361.74  352.74  356.37  352.01  337.59  336.12  321.09  352.16
  328.52  310.74  285.48  305.45  297.90  295.39  306.17  290.76  284.45  281.26
  294.99  300.39  321.86  287.41  287.24  295.23  299.99  301.45  266.39  288.84
  283.46  279.74  307.08  307.90  308.28  290.08  278.58  295.94  305.35  278.10
  272.05  267.42  262.00  234.02  221.66  194.34  187.55  186.36  200.34  202.08
  238.06  240.17  241.66  222.76  225.17  224.87  196.38  212.33  205.65  202.35
  233.60  225.47  261.57  266.76  272.57
  282.98  272.30  283.26  244.02  265.10  311.26  298.16  296.76  312.29  318.53
  333.37  354.93  352.46  328.17  323.33  349.51  352.85  339.87  353.98  375.09
  357.27  371.42  381.42  383.73  396.52  392.23  372.43  389.25  395.25  385.50
  402.51  390.40  382.29  394.86  377.62  396.13  387.14  403.06  392.88  395.31
  375.58  351.64  339.94  353.54  348.29  338.88  341.87  350.34  367.04  357.91
  322.97  334.68  345.10  323.27  359.12  374.22  365.45  371.55  372.45  360.87
  375.47  358.63  344.66  336.68  337.73  334.56  335.88  333.51  320.83  304.06
  291.70  299.70  296.25  308.58  306.36  305.69  298.24  305.03  304.60  291.78
  315.99  312.31  310.84  295.91  288.32  288.06  254.06  272.06  270.12  286.31
  283.54  292.98  307.40  303.22  312.86  262.24  282.20  281.37  267.75  248.38
  262.56  242.04  238.70  241.05  217.17  202.68  188.49  184.25  188.66  199.60
  202.68  224.47  222.26  220.44  210.19  210.32  192.31  222.33  208.14  242.04
  251.97  242.36  253.03  268.44  288.75
  286.15  277.68  264.88  260.87  271.03  281.83  255.07  269.93  286.75  307.25
  344.21  336.19  356.92  349.59  338.32  327.99  347.13  354.78  369.84  373.31
  343.59  334.28  348.06  374.07  365.43  364.48  350.52  358.70  381.64  383.78
